Time,Image,Option1,Audio1,Correct1,Option2,Audio2,Correct2,Option3,Audio3,Correct3,Option4,Audio4,Correct4,Option5,Audio5,Correct5,Option6,Audio6,Correct6,Option7,Audio7,Correct7,Option8,Audio8,Correct8,Option9,Audio9,Correct9,Option10,Audio10,Correct10
10:11,10.11.jpg,tíz óra tizenegy perc,10_11-1.ogg,1,pontosan tíz óra tizenegy perc,10_11-2.ogg,1,tíz óra tizenegy,10_11-3.ogg,1,tízenegy óra tíz,,0,tizenöt perccel múlt tíz,,0,tíz óra tíz perc,,0,tizenegy óra tizenegy perc,,0,tíz perc múlva tizenegy,,0,fél tizenegy,,0,tíz óra tizen,,0
10:15,10.15.jpg,negyed tizenegy,10_15-1.ogg,1,tizenöt perccel múlt tíz,10_15-2.ogg,1,tíz óra tizenöt,10_15-3.ogg,1,tíz óra tizenöt perc,10_15-4.ogg,1,háromnegyed tizenegy,,0,fél tizenegy,,0,tizenöt perc múlva tíz lesz,,0,negyed tíz,,0,öt perc múlva fél tizenegy,,0,negyvenöt perc múlva tizenegy,,0
10:30,10.30.jpg,fél tizenegy,10_30-1.ogg,1,tíz óra harminc perc,10_30-2.ogg,1,harminc perccel múlt tíz,10_30-3.ogg,1,délelőtt fél tizenegy,10_30-4.ogg,1,tíz óra harminc,10_30-5.ogg,1,háromnegyed tizenegy,,0,negyed tizenegy,,0,este fél tizenegy,,0,majdnem fél tizenegy,,0,öt perc múlva fél tizenegy,,0
10:48,10.48.jpg,tíz óra negyvennyolc perc,10_48-1.ogg,1,tizenkét perc múlva tizenegy,10_48-2.ogg,1,délelőtt tíz óra negyvennyolc,10_48-3.ogg,1,tíz óra negyvennnégy perc,,0,negyvenkilenc perccel múlt tíz,,0,fél tizenegy,,0,háromnegyed tizenegy,,0,tíz ötven,,0,két perc múlva tíz,,0,tizenegy óra tizenkét perc,,0
10:50,10.50.jpg,tíz óra ötven perc,10_50-1.ogg,1,tíz perc múlva tizenegy,10_50-2.ogg,1,de. tíz óra ötven,10_50-3.ogg,1,tíz óra ötven,10_50-4.ogg,1,húsz perc múlva tizenegy,,0,fél tizenegy,,0,háromnegyed tizenegy,,0,öt perc múlva tíz,,0,majdnem tizenegy,,0,tíz óra öt perc,,0
10:58,10.58.jpg,tíz óra ötvennyolc perc,10_58-1.ogg,1,két perc múlva tizenegy,10_58-2.ogg,1,de. tíz óra ötvennyolc,10_58-3.ogg,1,majdnem tizenegy,10_58-4.ogg,1,nem sokkal tizenegy óra előtt,10_58-5.ogg,1,négy perc múlva tizenegy,,0,háromnegyed tizenegy,,0,tíz ötven,,0,öt perc múlva tíz,,0,tíz óra kettő perc,,0
11:00,11.00.jpg,tizenegy óra,11_00-1.ogg,1,délelőtt tizenegy,11_00-2.ogg,1,pontosan tizenegy,11_00-3.ogg,1,délelött tíz,,0,dél,,0,tizenegy óra egy perc,,0,tíz óra ötvenkilenc perc,,0,majdnem dél,,0,háromnegyed tizenegy,,0,délelőtt tizenkettő,,0
11:05,11.05.jpg,tizenegy óra öt,11_05-1.ogg,1,öt perccel múlt tizenegy,11_05-2.ogg,1,tizenegy óra öt,11_05-3.ogg,1,tizenegy óra múlt öt perccel,11_05-4.ogg,1,öt perc múlva tizenegy,,0,öt perc múlva tizenegy,,0,fél tizenkettő,,0,negyed tizenegy,,0,háromnegyed tizenkettő,,0,tizenöt perc múlva tizenkettő,,0
11:10,11.10.jpg,tizenegy óra tíz perc,11_10-1.ogg,1,tizenegy óra tíz,11_10-2.ogg,1,pontosan tizenegy óra tíz perc,11_10-3.ogg,1,tíz perc múlva tizenegy,,0,tízenegy perc múlva tíz,,0,tíz óra tíz perc,,0,tizenegy perc tíz,,0,tizenegy óra öt perc,,0,öt perc múlva tizenkettő,,0,tizenegy óra húsz perc,,0
11:20,11.20.jpg,tizenegy óra húsz perc,11_20-1.ogg,1,húsz perccel múlt tizenegy,11_20-2.ogg,1,de. tizenegy óra húsz,11_20-3.ogg,1,tíz perc múlva fél tizenkettő lesz,11_20-4.ogg,1,negyed tizenkettő,,0,fél tizenkettő,,0,tizenegy negyven,,0,húsz perccel délelőtt után,,0,majdnem fél tizenegy,,0,negyven perccel múlt tizenegy,,0
11:40,11.40.jpg,tizenegy óra negyven,11_40-1.ogg,1,húsz perc múlva tizenkettő,11_40-2.ogg,1,délelőtt tizenegy óra negyven,11_40-3.ogg,1,tíz perccel múlt fél tizenkettő,11_40-4.ogg,1,fél tizenkettő,,0,háromnegyed tizenkettő,,0,tizenkettő óra húsz perc,,0,negyed tizenkettő,,0,majdnem egy,,0,tizenegy óra öt perc,,0
11:50,11.50.jpg,tizenegy óra ötven perc,11_50-1.ogg,1,tíz perc múlva dél,11_50-2.ogg,1,de. tizenegy óra ötven,11_50-3.ogg,1,tizenegy óra ötven,11_50-4.ogg,1,tíz perccel múlt dél,,0,fél tizenkettő,,0,háromnegyed tizenkettő,,0,öt perc múlva tizenegy,,0,majdnem tizenegy,,0,tizenegy óra öt perc,,0
11:55,11.55.jpg,öt perc múlva tizenkettő,11_55-1.ogg,1,öt perc múlva dél,11_55-2.ogg,1,tizenegy ötvenöt,11_55-3.ogg,1,tizenegy óra ötvenöt perc,11_55-4.ogg,1,majdnem dél,11_55-5.ogg,1,tíz perc múlva tizenkettő,,0,öt perccel tizenkettő óra után,,0,tizenkettő perc múlva öt,,0,három negyed tizenkettő,,0,öt perc múlva délután,,0
12:00,12.00.jpg,dél van,12_00-1.ogg,1,tizenkét óra,12_00-2.ogg,1,pontosan dél,12_00-3.ogg,1,déli tizenkettő,12_00-4.ogg,1,éppen dél,12_00-5.ogg,1,éjfél van,,0,egy óra,,0,fél egy,,0,negyed egy,,0,háromnegyed tizenkettő,,0
12:05,12.05.jpg,tizenkettő óra öt perc,12_05-1.ogg,1,öt perccel múlt dél,12_05-2.ogg,1,du. tizenkettő óra  öt,12_05-3.ogg,1,öt perc múlva egy lesz,,0,háromnegyed egy,,0,fél egy,,0,tizenkettő óra ötvenöt,,0,majdnem fél egy,,0,tíz perc múlva egy,,0,öt perc múlva délelőtt,,0
12:15,12.15.jpg,tizenkettő óra tizenöt perc,12_15-1.ogg,1,tizenkettő óra tizenöt,12_15-2.ogg,1,pontosan tizenkettő óra tizenöt perc,12_15-3.ogg,1,negyed egy,12_15-4.ogg,1,háromnegyed egy,,0,negyed tizenkettő,,0,tizenkettő óra tizen,,0,fél egy,,0,tizenkettő óra húsz perc,,0,pontosan egy óra tizenöt perc,,0
12:22,12.22.jpg,tizenkettő óra huszonkét perc,12_22-1.ogg,1,huszonkét perccel múlt dél,12_22-2.ogg,1,du. tizenkettő óra huszonkettő,12_22-3.ogg,1,nyolc perc múlva fél egy lesz,12_22-4.ogg,1,egy óra tizenkettő perc,,0,fél egy,,0,egy óra huszonkettő perc,,0,háromnegyed egy,,0,negyed egy,,0,huszonkét perccel dél előtt,,0
12:45,12.45.jpg,háromnegyed egy,12_45-1.ogg,1,tizenöt perc múlva egy,12_45-2.ogg,1,tizenkettő óra negyvenöt,12_45-3.ogg,1,negyvenöt perccel múlt tizenkettő/dél,12_45-4.ogg,1,tizenkettő óra negyvenöt perc,12_45-5.ogg,1,du. háromnegyed négy,,0,fél egy,,0,negyed egy,,0,háromnegyed három,,0,tizenkettő óra öt perc,,0
12:55,12.55.jpg,öt perc múlva egy,12_55-1.ogg,1,öt perc múlva délután egy,12_55-2.ogg,1,tizenkettő óra ötvenöt,12_55-3.ogg,1,tizenkettő óra ötvenöt perc,12_55-4.ogg,1,majdnem egy,12_55-5.ogg,1,tíz perc múlva egy,,0,öt perccel egy óra után,,0,egy perc múlva öt,,0,háromnegyed egy,,0,öt perc múlva dél,,0
13:00,13.00.jpg,egy óra,13_00-1.ogg,1,délután egy óra,13_00-2.ogg,1,pontosan egy óra,13_00-3.ogg,1,tizenhárom óra,13_00-4.ogg,1,egy óra pontosan,13_00-5.ogg,1,egy perc múlva kettő,,0,tizenkét óra,,0,egy perc múlt kettő,,0,fél egy,,0,két óra,,0
13:05,13.05.jpg,egy óra öt perc,13_05-1.ogg,1,tizenhárom óra öt,13_05-2.ogg,1,pontosan egy óra öt perc,13_05-3.ogg,1,egy óra öt,13_05-4.ogg,1,egy óra nyolc perc,,0,öt perc múlva kettő,,0,öt perc múlva egy,,0,egy óra tíz perc,,0,fél egy,,0,kettő óra öt perc,,0
13:15,13.15.jpg,negyed kettő,13_15-1.ogg,1,tizenöt perccel múlt egy,13_15-2.ogg,1,egy óra tizenöt,13_15-3.ogg,1,egy óra tizenöt perc,13_15-4.ogg,1,háromnegyed kettő,,0,fél kettő,,0,tizenöt perc múlva egy lesz,,0,negyed egy,,0,öt perc múlva fél kettő,,0,negyvenöt perc múlva kettő,,0
13:20,13.20.jpg,egy óra húsz perc,13_20-1.ogg,1,húsz perccel múlt egy,13_20-2.ogg,1,pontosan egy óra húsz perc,13_20-3.ogg,1,egy óra húsz,13_20-4.ogg,1,húsz perc múlva egy,,0,húsz perc múlva kettő,,0,egy óra tíz perc,,0,fél kettő,,0,kettő óra húsz perc,,0,egy óra húszöt perc,,0
13:30,13.30.jpg,fél kettő,13_30-1.ogg,1,egy óra harminc perc,13_30-2.ogg,1,harminc perccel múlt egy,13_30-3.ogg,1,délután fél kettő,13_30-4.ogg,1,tizenhárom óra harminc,13_30-5.ogg,1,háromnegyed kettő,,0,negyed kettő,,0,tizenhárom óra három,,0,majdnem fél kettő,,0,öt perc múlva fél kettő,,0
13:50,13.50.jpg,egy óra ötven perc,13_50-1.ogg,1,tíz perc múlva kettő,13_50-2.ogg,1,du. egy óra ötven,13_50-3.ogg,1,tizenhárom óra ötven,13_50-4.ogg,1,öt perccel múlt három,,0,fél kettő,,0,háromnegyed kettő,,0,öt perc múlva egy,,0,majdnem tíz,,0,egy óra öt perc,,0
13:58,13.58.jpg,egy óra ötvennyolc perc,13_58-1.ogg,1,két perc múlva kettő,13_58-2.ogg,1,délután egy óra ötvennyolc,13_58-3.ogg,1,majdnem kettő,13_58-4.ogg,1,du.  két perc múlva egy,,0,fél kettő,,0,háromnegyed kettő,,0,egy ötven,,0,öt perc múlva egy,,0,kettő óra kettő perc,,0
14:00,14.00.jpg,kettő óra,14_00-1.ogg,1,délután kettő,14_00-2.ogg,1,pontosan kettő,14_00-3.ogg,1,tizenöt óra,,0,tizenöt perc múlva egy,,0,egy óra ötvenkilenc perc,,0,kettő óra egy perc,,0,majdnem három,,0,háromnegyed kettő,,0,délelőtt kettő,,0
14:10,14.10.jpg,két óra tíz perc,14_10-1.ogg,1,tíz perccel múlt kettő,14_10-2.ogg,1,délután két óra tíz perc,14_10-3.ogg,1,pontosan két óra tíz perc,14_10-4.ogg,1,két óra tíz,14_10-5.ogg,1,tíz perc múlva három,,0,két óra tíz perc múlva,,0,tíz perc múlva kettő,,0,két óra tízegy perc,,0,fél három,,0
14:20,14.20.jpg,kettő óra húsz,14_20-1.ogg,1,húsz perccel múlt kettő,14_20-2.ogg,1,du. kettő óra húsz,14_20-3.ogg,1,tíz perc múlva fél három lesz,14_20-4.ogg,1,negyed három,,0,fél három,,0,kettő negyven,,0,húsz perccel dél után,,0,majdnem fél négy,,0,öt perc múlva kettő,,0
14:25,14.25.jpg,két óra huszonöt perc,14_25-1.ogg,1,két huszonöt,14_25-2.ogg,1,pontosan két óra huszonöt perc,14_25-3.ogg,1,tizennégy óra huszonöt perc,14_25-4.ogg,1,du. két óra huszonöt,14_25-5.ogg,1,huszon perc múlt két,,0,két óra húsz perc,,0,két óra harminc perc,,0,negyed három,,0,huszonöt perc múlva három,,0
14:35,14.35.jpg,kettő óra harmincöt perc,14_35-1.ogg,1,huszonöt perc múlva három,14_35-2.ogg,1,délután kettő óra harmincöt,14_35-3.ogg,1,öt perccel múlt fél három,14_35-4.ogg,1,körülbelül fél három,14_35-5.ogg,1,fél három,,0,háromnegyed három,,0,negyed három,,0,harmincöt perc múlva kettő,,0,kettő óra öt perc,,0
15:05,15.05.jpg,három óra öt perc,15_05-1.ogg,1,öt perccel múlt három,15_05-2.ogg,1,délután három óra  öt,15_05-3.ogg,1,öt perc múlva négy lesz,,0,háromnegyed négy,,0,fél négy,,0,három óra ötvenöt,,0,majdnem fél négy,,0,tíz perc múlva négy,,0,öt perccel dél után,,0
15:15,15.15.jpg,három óra tizenöt,15_15-1.ogg,1,három óra tizenöt,15_15-2.ogg,1,pontosan három óra tizenöt perc,15_15-3.ogg,1,negyed négy,15_15-4.ogg,1,tizenöt perc múlva délután három,,0,negyed három,,0,tizenöt perc múlva négy,,0,három óra tizen,,0,fél négy,,0,tizenöt óra három perc,,0
15:18,15.18.jpg,három óra tizennyolc perc,15_18-1.ogg,1,tizennyolc perccel múlt három,15_18-2.ogg,1,délután három óra tizennyolc,15_18-3.ogg,1,délután fél kettő,,0,negyed négy,,0,fél négy,,0,három óra ötvenkettő,,0,tizennyolc perccel dél után,,0,majdnem fél négy,,0,tizenkettő perc múlva három óra,,0
15:25,15.25.jpg,három óra huszonöt perc,15_25-1.ogg,1,huszonöt perccel múlt három,15_25-2.ogg,1,délután három óra huszonöt,15_25-3.ogg,1,öt perc múlva fél négy lesz,15_25-4.ogg,1,negyed négy,,0,fél négy,,0,három óra harmincöt,,0,huszonöt perccel dél után,,0,majdnem fél négy,,0,tíz perc múlva három,,0
15:30,15.30.jpg,három óra harminc perc,15_30-1.ogg,1,három óra harminc,15_30-2.ogg,1,pontosan három óra harminc perc,15_30-3.ogg,1,fél négy,15_30-4.ogg,1,három óra harminc,15_30-5.ogg,1,fél három,,0,negyed négy,,0,három óra harmincöt perc,,0,három harminc perc múlva,,0,fél három óra,,0
15:45,15.45.jpg,háromnegyed négy,15_45-1.ogg,1,tizenöt perc múlva négy,15_45-2.ogg,1,három óra negyvenöt perc,15_45-3.ogg,1,három óra negyvenöt,15_45-4.ogg,1,háromnegyed három,,0,fél négy,,0,negyed négy,,0,négy óra tizenöt perc,,0,tíz perc múlva négy,,0,öt perc múlva öt,,0
16:03,16.03.jpg,négy óra három perc,16_03-1.ogg,1,három perccel múlt négy,16_03-2.ogg,1,du. négy óra három,16_03-3.ogg,1,húsz perc múlva tizenöt,,0,negyed öt,,0,fél öt,,0,három óra ötvenhét,,0,három perccel délután után,,0,épp túl öt,,0,öt óra három perc,,0
16:10,16.10.jpg,négy óra tíz perc,16_10-1.ogg,1,tíz perccel múlt négy,16_10-2.ogg,1,délután négy óra tíz,16_10-3.ogg,1,tíz perc múlva négy,,0,negyed öt,,0,fél öt,,0,négy ötven,,0,tíz perccel délután után,,0,majdnem fél öt,,0,öt perc múlva négy,,0
16:20,16.20.jpg,négy óra húsz perc,16_20-1.ogg,1,négy óra húsz,16_20-2.ogg,1,pontosan négy óra húsz perc,16_20-3.ogg,1,húsz perccel múlt négy,16_20-4.ogg,1,húsz perc múlva hat,,0,húsz perc múlva öt,,0,négy húsz perc múlva,,0,fél öt,,0,negyed öt,,0,négy óra húszegy perc,,0
16:35,16.35.jpg,huszonöt perc múlva öt,16_35-1.ogg,1,pontosan négy óra harmincöt perc,16_35-2.ogg,1,négy óra harmincöt perc,16_35-3.ogg,1,huszonöt perc múlt négy,,0,húsz perc múlva öt,,0,tizenöt perc múlva öt,,0,harminc perc múlva öt,,0,négy óra harminc,,0,öt óra harmincöt perc,,0,huszonöt perc múlva négy,,0
16:50,16.50.jpg,négy óra ötven perc,16_50-1.ogg,1,tíz perc múlva öt,16_50-2.ogg,1,délután négy óra ötven,16_50-3.ogg,1,tizenhat óra ötven,16_50-4.ogg,1,négy óra ötvenöt,,0,fél öt,,0,háromnegyed öt,,0,öt perc múlva négy,,0,majdnem négy,,0,négy óra öt perc,,0
17:10,17.10.jpg,öt óra tíz perc,17_10-1.ogg,1,tíz perccel múlt öt,17_10-2.ogg,1,délután öt óra tíz,17_10-3.ogg,1,öt óra tizenöt,,0,negyed hat,,0,fél hat,,0,öt óra ötven,,0,tíz perccel délután után,,0,majdnem fél hat,,0,öt perc múlva öt,,0
17:15,17.15.jpg,negyed hat,17_15-1.ogg,1,tizenöt perccel múlt öt,17_15-2.ogg,1,öt óra tizenöt,17_15-3.ogg,1,öt óra tizenöt perc,17_15-4.ogg,1,háromnegyed hat,,0,fél hat,,0,tizenöt perc múlva öt lesz,,0,negyed öt,,0,öt perc múlva fél hat,,0,negyvenöt perc múlva hat,,0
17:25,17.25.jpg,öt óra huszonöt perc,17_25-1.ogg,1,öt óra huszonöt,17_25-2.ogg,1,pontosan öt óra huszonöt perc,17_25-3.ogg,1,huszonöt perccel múlt öt,17_25-4.ogg,1,négy óra ötvenöt,,0,öt óra húsz perc,,0,harminc perc múlva hat,,0,öt óra harminc perc,,0,negyed hat,,0,öt perc múlva hat,,0
17:40,17.40.jpg,húsz perc múlva hat,17_40-1.ogg,1,húsz perc múlva hat,17_40-2.ogg,1,öt óra negyven perc,17_40-3.ogg,1,pontosan öt óra negyven perc,17_40-4.ogg,1,öt óra negyven,17_40-5.ogg,1,húsz perc múlva öt,,0,negyven perc múlva hat,,0,öt óra negyvenöt perc,,0,fél hat,,0,húsz perc múlva hét,,0
17:52,17.52.jpg,öt óra ötvenkét perc,17_52-1.ogg,1,nyolc perc múlva hat,17_52-2.ogg,1,tizenhét óra ötvenkét perc,17_52-3.ogg,1,öt óra ötven perc,,0,nyolc perccel múlt öt,,0,fél hat,,0,háromnegyed hat,,0,hat óra nyolc perc,,0,negyed hat,,0,ötvenkét perccel dél után,,0
18:05,18.05.jpg,hat óra öt perc,18_05-1.ogg,1,öt perccel múlt hat,18_05-2.ogg,1,öt perccel múlt hat óra,18_05-3.ogg,1,hat óra nulla öt,18_05-4.ogg,1,este hat óra öt,18_05-5.ogg,1,öt perc múlva hat,,0,fél hét,,0,negyed hét,,0,hat ötven,,0,öt perccel múlt hét,,0
18:12,18.12.jpg,hat óra tizenkét perc,18_12-1.ogg,1,tizenkét perccel múlt hat,18_12-2.ogg,1,este hat óra tizenkettő,18_12-3.ogg,1,negyed hét,,0,hat óra huszonhárom,,0,fél hét,,0,öt óra negyvennyolc,,0,tizenkét perccel este után,,0,majdnem fél hét,,0,hét óra tizenkét perc,,0
18:22,18.22.jpg,hat óra huszonkét perc,18_22-1.ogg,1,huszonkét perccel múlt hat,18_22-2.ogg,1,este hat óra huszonkettő,18_22-3.ogg,1,nyolc perc múlva fél hét lesz,18_22-4.ogg,1,negyed hét,,0,fél hét,,0,öt óra ötvennyolc,,0,majdnem fél hat,,0,tíz perc múlva hat,,0,huszonkét perc múlva este,,0
18:45,18.45.jpg,tizenöt perc múlva hét,18_45-1.ogg,1,hat óra negyvenöt perc,18_45-2.ogg,1,pontosan hat óra negyvenöt perc,18_45-3.ogg,1,háromnegyed hét,18_45-4.ogg,1,tizenöt perc múlva hat,,0,tíz perc múlva hét,,0,negyven perc múlva hét,,0,hat óra negyven perc,,0,hét óra negyvenöt perc,,0,fél hét,,0
18:58,18.58.jpg,hat óra ötvennyolc perc,18_58-1.ogg,1,két perc múlva hét,18_58-2.ogg,1,este hat óra ötvennyolc,18_58-3.ogg,1,nem sokkal tizenkilenc óra előtt,18_58-4.ogg,1,két perccel múlt hét,,0,majdnem hat,,0,háromnegyed hét,,0,hat ötven,,0,öt perc múlva hat,,0,hat óra kettő perc,,0
19:00,19.00.jpg,hét óra,19_00-1.ogg,1,este hét,19_00-2.ogg,1,pontosan hét,19_00-3.ogg,1,tizenkilenc óra,19_00-4.ogg,1,hat óra ötvenkilenc perc,,0,hét óra egy perc,,0,majdnem nyolc,,0,háromnegyed hét,,0,este hat,,0,nyolc óra,,0
19:20,19.20.jpg,hét óra húsz perc,19_20-1.ogg,1,húsz perccel múlt hét,19_20-2.ogg,1,este hét óra húsz,19_20-3.ogg,1,tíz perc múlva fél nyolc lesz,19_20-4.ogg,1,tizenkilenc óra húsz perc,19_20-5.ogg,1,negyed nyolc,,0,fél nyolc,,0,hét óra negyven,,0,majdnem fél nyolc,,0,öt perc múlva hét,,0
19:30,19.30.jpg,fél nyolc,19_30-1.ogg,1,hét óra harminc perc,19_30-2.ogg,1,este fél nyolc,19_30-3.ogg,1,hét óra harminc,19_30-4.ogg,1,fél kilenc,,0,háromnegyed nyolc,,0,negyed nyolc,,0,tizenkilenc óra három perc,,0,majdnem nyolc,,0,öt perc múlva fél nyolc,,0
19:33,19.33.jpg,hét óra harminchárom perc,19_33-1.ogg,1,este hét óra harminchárom,19_33-2.ogg,1,körülbelül fél nyolc,19_33-3.ogg,1,három perccel múlt fél nyolc,19_33-4.ogg,1,hat óra huszonhárom perc,,0,háromnegyed nyolc,,0,negyed nyolc,,0,hét öt,,0,majdnem nyolc,,0,nyolc óra harminchárom perc,,0
19:35,19.35.jpg,huszonöt perc múlva nyolc,19_35-1.ogg,1,öt perccel múlt fél nyolc,19_35-2.ogg,1,hét óra harmincöt perc,19_35-3.ogg,1,pontosan hét óra harmincöt perc,19_35-4.ogg,1,öt perc múlva fél nyolc,,0,húsz perc múlva nyolc,,0,harminc perc múlva nyolc,,0,hét óra harminc,,0,hét óra huszonöt,,0,ötvenperc múlva nyolc,,0
20:05,20.05.jpg,nyolc óra öt perc,20_05-1.ogg,1,öt perccel múlt nyolc,20_05-2.ogg,1,este nyolc óra öt,20_05-3.ogg,1,öt perc múlva kilenc lesz,,0,háromnegyed kilenc,,0,fél kilenc,,0,nyolc óra ötvenöt,,0,körülbelül nyolc,,0,tíz perc múlva kilenc,,0,öt perccel este után,,0
20:22,20.22.jpg,nyolc óra huszonkettő perc,20_22-1.ogg,1,nyolc óra huszonkettő,20_22-2.ogg,1,pontosan nyolc óra huszonkettő perc,20_22-3.ogg,1,pontosan nyolc óra huszonkettő,20_22-4.ogg,1,nyolc óra ötvenöt perc,,0,nyolc óra húszonöt perc,,0,nyolc óra húszonperc,,0,nyolc óra huszonhárom perc,,0,fél kilenc,,0,nyolc óra harminc perc,,0
20:28,20.28.jpg,nyolc óra huszonnyolc perc,20_28-1.ogg,1,huszonnyolc perccel múlt nyolc,20_28-2.ogg,1,este nyolc óra huszonnyolc,20_28-3.ogg,1,majdnem fél kilenc,20_28-4.ogg,1,majdnem fél kilenc,20_28-5.ogg,1,hét perc múlva fél kilenc,,0,fél kilenc,,0,hét óra ötvenkettő,,0,huszonnyolc perccel este után,,0,kilenc óra huszonnyolc perc,,0
20:35,20.35.jpg,nyolc óra harmincöt perc,20_35-1.ogg,1,huszonöt perc múlva kilenc,20_35-2.ogg,1,öt perccel múlt fél kilenc,20_35-3.ogg,1,húsz óra harmincöt perc,20_35-4.ogg,1,kilenc óra harmincöt perc,,0,háromnegyed kilenc,,0,negyed kilenc,,0,harmincöt perc múlva nyolc,,0,majdnem kilenc,,0,nyolc óra öt perc,,0
20:40,20.40.jpg,nyolc óra negyven perc,20_40-1.ogg,1,nyolc óra negyven,20_40-2.ogg,1,pontosan nyolc óra negyven perc,20_40-3.ogg,1,húsz perc múlva kilenc,20_40-4.ogg,1,tíz perccel múlt kilenc,,0,husz perc múlva kilenc,,0,negyven perc múlva kilenc,,0,nyolc óra negyvenegy perc,,0,pontosan nyolc óra ötven perc,,0,nyolc óra ötven perc,,0
20:45,20.45.jpg,háromnegyed kilenc,20_45-1.ogg,1,tizenöt perc múlva kilenc,20_45-2.ogg,1,este nyolc óra negyvenöt,20_45-3.ogg,1,negyvenöt perccel múlt nyolc,20_45-4.ogg,1,nyolc óra negyvenöt perc,20_45-5.ogg,1,fél kilenc,,0,negyed kilenc,,0,kilenc óra tizenöt perc,,0,majdnem kilenc,,0,tizenöt perc múlva este,,0
20:55,20.55.jpg,öt perc múlva kilenc,20_55-1.ogg,1,nyolc óra ötvenöt perc,20_55-2.ogg,1,pontosan nyolc óra ötvenöt perc,20_55-3.ogg,1,nyolc óra ötvenöt,20_55-4.ogg,1,majdnem kilenc,20_55-5.ogg,1,öt perc múlva nyolc,,0,öt perc múlva tíz,,0,nyolc óra ötven perc,,0,kilenc óra ötvenöt perc,,0,fél kilenc,,0
21:05,21.05.jpg,kilenc óra öt perc,21_05-1.ogg,1,kilenc óra öt,21_05-2.ogg,1,pontosan kilenc óra öt perc,21_05-3.ogg,1,nyolc óra öt,,0,este nyolc óra huszonnyolc,,0,öt perc múlva tíz,,0,kilenc óra tíz perc,,0,fél tíz,,0,kilenc óra null perc,,0,tíz óra öt perc,,0
21:15,21.15.jpg,negyed tíz,21_15-1.ogg,1,tizenöt perccel múlt kilenc,21_15-2.ogg,1,kilenc óra tizenöt,21_15-3.ogg,1,kilenc óra tizenöt perc,21_15-4.ogg,1,háromnegyed tíz,,0,huszonegy óra huszonöt perc,,0,tizenöt perc múlva kilenc lesz,,0,negyed kilenc,,0,öt perc múlva fél tíz,,0,negyvenöt perc múlva tíz,,0
21:30,21.30.jpg,fél tíz,21_30-1.ogg,1,kilenc óra harminc perc,21_30-2.ogg,1,harminc perccel múlt kilenc,21_30-3.ogg,1,este fél tíz,21_30-4.ogg,1,kilenc óra harminc,21_30-5.ogg,1,háromnegyed tíz,,0,negyed tíz,,0,fél négy,,0,majdnem kilenc,,0,öt perc múlva fél tíz,,0
21:45,21.45.jpg,tizenöt perc múlva tíz,21_45-1.ogg,1,kilenc óra negyvenöt perc,21_45-2.ogg,1,kilenc óra negyvenöt,21_45-3.ogg,1,pontosan kilenc óra negyvenöt perc,21_45-4.ogg,1,háromnegyed tíz,21_45-5.ogg,1,tizenöt perc múlva kilenc,,0,negyven perc múlva tíz,,0,kilenc óra ötven perc,,0,tíz óra negyven perc,,0,fél tíz,,0
21:50,21.50.jpg,kilenc óra ötven perc,21_50-1.ogg,1,tíz perc múlva tíz,21_50-2.ogg,1,este kilenc óra ötven,21_50-3.ogg,1,kilenc óra ötven,21_50-4.ogg,1,délután kilenc óra ötven,,0,fél tíz,,0,háromnegyed tíz,,0,öt perc múlva kilenc,,0,majdnem tíz,,0,kilenc óra öt perc,,0
22:10,22.10.jpg,tíz óra tíz perc,22_10-1.ogg,1,este tíz óra tíz,22_10-2.ogg,1,pontosan tíz óra tíz perc,22_10-3.ogg,1,tíz óra tíz,22_10-4.ogg,1,tíz perccel múlt kilenc,,0,tíz perc múlva tizenegy,,0,tíz óra öt perc,,0,fél tizenegy,,0,tizenegy óra tíz perc,,0,tíz óra null perc,,0
22:12,22.12.jpg,tíz óra tizenkét perc,22_12-1.ogg,1,tíz óra tizenkettő,22_12-2.ogg,1,tizenkét perccel múlt tíz,22_12-3.ogg,1,este tíz óra tizenkét perc,22_12-4.ogg,1,tíz óra múlt tizenkét perccel,22_12-5.ogg,1,fél tizenegy,,0,negyed tíz,,0,öt perc múlva tíz,,0,tizenegy óra,,0,háromnegyed tíz,,0
22:20,22.20.jpg,tíz óra húsz perc,22_20-1.ogg,1,húsz perccel múlt tíz,22_20-2.ogg,1,este tíz óra húsz,22_20-3.ogg,1,tíz perc múlva fél tizenegy lesz,22_20-4.ogg,1,negyed tizenegy,,0,fél tizenegy,,0,tíz óra negyven,,0,húsz perccel este után,,0,majdnem fél tizenegy,,0,öt perc múlva tíz,,0
22:35,22.35.jpg,tíz óra harmincöt perc,22_35-1.ogg,1,huszonöt perc múlva tizenegy,22_35-2.ogg,1,este tíz óra harmincöt,22_35-3.ogg,1,öt perccel múlt fél tizenegy,22_35-4.ogg,1,fél tizenegy,,0,háromnegyed tizenegy,,0,negyed tizenegy,,0,harmincöt perc múlva tíz,,0,majdnem tizenegy,,0,tíz óra öt perc,,0
